countyid,countyname,name
11,Buzau,Satu-Vechi
11,Buzau,Scaeni
11,Buzau,Scarisoara
11,Buzau,Scarlatesti
11,Buzau,Scorosesti
11,Buzau,Scorteanca
11,Buzau,Scortoasa
11,Buzau,Scurtesti
11,Buzau,Scutelnici
11,Buzau,Secuiu
11,Buzau,Sergent-Ionel-Stefan
11,Buzau,Sibiciu-de-Jos
11,Buzau,Sibiciu-de-Sus
11,Buzau,Sindrila
11,Buzau,Siriu
11,Buzau,Slobozia
11,Buzau,Smardan
11,Buzau,Smeeni
11,Buzau,Smeesti
11,Buzau,Soresti
11,Buzau,Spataru
11,Buzau,Spidele
11,Buzau,Stalpu
11,Buzau,Stancesti
11,Buzau,Stanila
11,Buzau,Stavarasti
11,Buzau,Stiubei
11,Buzau,Strezeni
11,Buzau,Stroesti
11,Buzau,Suchea
11,Buzau,Suditi-Gheraseni
11,Buzau,Suditi
11,Buzau,Tabacari
11,Buzau,Tabarasti
11,Buzau,Tarcov
11,Buzau,Tarlele
11,Buzau,Tatarligu
11,Buzau,Tatulesti
11,Buzau,Tega
11,Buzau,Teisu
11,Buzau,Terca
11,Buzau,Tintesti
11,Buzau,Tisau
11,Buzau,Tocileni
11,Buzau,Topliceni
11,Buzau,Toropalesti
11,Buzau,Trestia
11,Buzau,Trestieni
11,Buzau,Trestioara-Chiliile
11,Buzau,Trestioara
11,Buzau,Tronari
11,Buzau,Tulburea
11,Buzau,Udati-Lucieni
11,Buzau,Udati-Manzu
11,Buzau,Ulmeni
11,Buzau,Ulmet
11,Buzau,Unguriu
11,Buzau,Ursoaia
11,Buzau,Vacareasca
11,Buzau,Vadu-Oii
11,Buzau,Vadu-Pasii
11,Buzau,Vadu-Soresti
11,Buzau,Valcele
11,Buzau,Valcelele
11,Buzau,Valea-Banului
11,Buzau,Valea-Catinei
11,Buzau,Valea-Cotoarei
11,Buzau,Valea-Fantanei
11,Buzau,Valea-Larga
11,Buzau,Valea-Larga
11,Buzau,Valea-lui-Lalu
11,Buzau,Valea-Lupului
11,Buzau,Valeanca-Vilanesti
11,Buzau,Valea-Nucului
11,Buzau,Valea-Parului
11,Buzau,Valea-Purcarului
11,Buzau,Valea-Putului-Merei
11,Buzau,Valea-Ramnicului
11,Buzau,Valea-Ratei
11,Buzau,Valea-Roatei
11,Buzau,Valea-Salciei
11,Buzau,Valea-Salciei-Catun
11,Buzau,Valea-Salciilor
11,Buzau,Valea-Schiopului
11,Buzau,Valea-Sibiciului
11,Buzau,Valea-Stanei
11,Buzau,Valea-Stefanului
11,Buzau,Valea-Ursului
11,Buzau,Valea-Verzei
11,Buzau,Valea-Viei
11,Buzau,Varf
11,Buzau,Varlaam
11,Buzau,Varteju
11,Buzau,Vavalucile
11,Buzau,Vernesti
11,Buzau,Viforata
11,Buzau,Vinetisu
11,Buzau,Vintila-Voda
11,Buzau,Vintileanca
11,Buzau,Viperesti
11,Buzau,Vispesti
11,Buzau,Vizireni
11,Buzau,Vladeni
11,Buzau,Zaharesti
11,Buzau,Zaplazi
11,Buzau,Zapodia
11,Buzau,Zarnesti
11,Buzau,Zarnestii-de-Slanic
11,Buzau,Zeletin
11,Buzau,Ziduri
11,Buzau,Zilisteanca
11,Buzau,Zoita
11,Buzau,Zoresti
12,Calarasi,Alexandru-I-Cuza
12,Calarasi,Alexandru-Odobescu
12,Calarasi,Aprozi
12,Calarasi,Artari
12,Calarasi,Belciugatele
12,Calarasi,Bogata
12,Calarasi,Bogdana
12,Calarasi,Borcea
12,Calarasi,Bosneagu
12,Calarasi,Buciumeni
12,Calarasi,Budesti
12,Calarasi,Buzoeni
12,Calarasi,Calarasi
12,Calarasi,Calarasii-Vechi
12,Calarasi,Calareti
12,Calarasi,Candeasca
12,Calarasi,Cascioarele
12,Calarasi,Ceacu
12,Calarasi,Cetatea-Veche
12,Calarasi,Chirnogi
12,Calarasi,Chirnogi-Ulmu
12,Calarasi,Chiselet
12,Calarasi,Ciocanesti
12,Calarasi,Ciulnita-Gara
12,Calarasi,Clatesti
12,Calarasi,Coconi
12,Calarasi,Codreni
12,Calarasi,Cojesti
12,Calarasi,Constantin-Bran
12,Calarasi,Coslogeni
12,Calarasi,Cotofanca
12,Calarasi,Crivat
12,Calarasi,Cucuieti
12,Calarasi,Cunesti
12,Calarasi,Curatesti
12,Calarasi,Curcani
12,Calarasi,Cuza-Voda
12,Calarasi,Dalga
12,Calarasi,Dalga-Gara
12,Calarasi,Danesti
12,Calarasi,Darvari
12,Calarasi,Dichiseni
12,Calarasi,Dor-Marunt
12,Calarasi,Dorobantu
12,Calarasi,Dragalina
12,Calarasi,Dragos-Voda
12,Calarasi,Drajna-Noua
12,Calarasi,Fantana-Doamnei
12,Calarasi,Faurei
12,Calarasi,Florica
12,Calarasi,Floroaica
12,Calarasi,Frasinet
12,Calarasi,Frasinetu-de-Jos
12,Calarasi,Frumusani
12,Calarasi,Fundeni
12,Calarasi,Fundulea
12,Calarasi,Galatui
12,Calarasi,Galbinasi
12,Calarasi,Galdau
12,Calarasi,Gostilele
12,Calarasi,Gradistea
12,Calarasi,Gruiu
12,Calarasi,Gurbanesti
12,Calarasi,Iezeru
12,Calarasi,Ileana
12,Calarasi,Independenta
12,Calarasi,ÃƒÆ’Ã…Â½nfratirea
12,Calarasi,Jegalia
12,Calarasi,Lehliu
12,Calarasi,Lehliu-Gara
12,Calarasi,Libertatea
12,Calarasi,Luica
12,Calarasi,Lunca
12,Calarasi,Lupsanu
12,Calarasi,Luptatori
12,Calarasi,Magureni
12,Calarasi,Manastirea
12,Calarasi,Marculesti-Gara
12,Calarasi,Mariuta
12,Calarasi,Mataraua
12,Calarasi,Mihai-Viteazu
12,Calarasi,Mitreni
12,Calarasi,Modelu
12,Calarasi,Nana
12,Calarasi,Negoesti
12,Calarasi,Nicolae-Balcescu
12,Calarasi,Nucetu
12,Calarasi,Nuci
12,Calarasi,Ogoru
12,Calarasi,Oltenita
12,Calarasi,Oltina
12,Calarasi,Orasti
12,Calarasi,Ostrovu
12,Calarasi,Padurisu
12,Calarasi,Paicu
12,Calarasi,Pasarea
12,Calarasi,Pelinu
12,Calarasi,Perisoru
12,Calarasi,Pitigaia
12,Calarasi,Plataresti
12,Calarasi,Plevna
12,Calarasi,Plumbuita
12,Calarasi,Podari
12,Calarasi,Podu-Pitarului
12,Calarasi,Polcesti
12,Calarasi,Popesti
12,Calarasi,Postavari
12,Calarasi,Potcoava
12,Calarasi,Preasna
12,Calarasi,Preasna-Veche
12,Calarasi,Progresu
12,Calarasi,Radovanu
12,Calarasi,Radu-Negru
12,Calarasi,Radu-Voda
12,Calarasi,Rasa
12,Calarasi,Rasurile
12,Calarasi,Razoarele
12,Calarasi,Razvani
12,Calarasi,Roseti
12,Calarasi,Sacele
12,Calarasi,Salcioara
12,Calarasi,Sandulita
12,Calarasi,Sapunari
12,Calarasi,Sarulesti
12,Calarasi,Sarulesti-Gara
12,Calarasi,Satnoeni
12,Calarasi,Satucu
12,Calarasi,Satu-Nou
12,Calarasi,Seinoiu
12,Calarasi,Silistea
12,Calarasi,Socoalele
12,Calarasi,Sohatu
12,Calarasi,Solacolu
12,Calarasi,Soldanu
12,Calarasi,Spantov
12,Calarasi,Stancea
12,Calarasi,Stefan-cel-Mare
12,Calarasi,Stefanesti
12,Calarasi,Stefan-Voda
12,Calarasi,Stoenesti
12,Calarasi,Sultana
12,Calarasi,Tamadau-Mare
12,Calarasi,Tamadau-Mic
12,Calarasi,Tariceni
12,Calarasi,Tonea
12,Calarasi,Tudor-Vladimirescu
12,Calarasi,Ulmeni
12,Calarasi,Ulmu
12,Calarasi,Unirea
12,Calarasi,Valcelele
12,Calarasi,Valea-Argovei
12,Calarasi,Valea-Popii
12,Calarasi,Valea-Presnei
12,Calarasi,Valea-Rosie
12,Calarasi,Valea-Rusului
12,Calarasi,Valea-Seaca
12,Calarasi,Valea-Stanii
12,Calarasi,Varasti
12,Calarasi,Vasilati
12,Calarasi,Visinii
12,Calarasi,Vladiceasca
12,Calarasi,Vlad-Tepes
12,Calarasi,Vlaiculesti
12,Calarasi,Zimbru
13,Caras-Severin,23.Aug
13,Caras-Severin,Agadici
13,Caras-Severin,Anina
13,Caras-Severin,Apadia
13,Caras-Severin,Armenis
13,Caras-Severin,Arsuri
13,Caras-Severin,Baile-Herculane
13,Caras-Severin,Bania
13,Caras-Severin,Barbosu
13,Caras-Severin,Barz
13,Caras-Severin,Barza
13,Caras-Severin,Bautar
13,Caras-Severin,Bazias
13,Caras-Severin,Belobresca
13,Caras-Severin,Berliste
13,Caras-Severin,Berzasca
13,Caras-Severin,Berzovia
13,Caras-Severin,Bigar
13,Caras-Severin,Binis
13,Caras-Severin,Bocsa
13,Caras-Severin,Bogaltin
13,Caras-Severin,Bogodint
13,Caras-Severin,Boina
13,Caras-Severin,Boinita
13,Caras-Severin,Bojia
13,Caras-Severin,Bolvasnita
13,Caras-Severin,Borlova
13,Caras-Severin,Borlovenii-Noi
13,Caras-Severin,Borlovenii-Vechi
13,Caras-Severin,Borugi
13,Caras-Severin,Bozovici
13,Caras-Severin,Bradisoru-de-Jos
13,Caras-Severin,Bratova
13,Caras-Severin,Brebu
13,Caras-Severin,Brebu-Nou
13,Caras-Severin,Brestelnic
13,Caras-Severin,Brezon
13,Caras-Severin,Brosteni
13,Caras-Severin,Buchin
13,Caras-Severin,Bucosnita
13,Caras-Severin,Bucova
13,Caras-Severin,Calina
13,Caras-Severin,Calnic
13,Caras-Severin,Camena
13,Caras-Severin,Camenita
13,Caras-Severin,Campia
13,Caras-Severin,Canicea
13,Caras-Severin,Caransebes
13,Caras-Severin,Carasova
13,Caras-Severin,Carbunari
13,Caras-Severin,Carnecea
13,Caras-Severin,Carsa-Rosie
13,Caras-Severin,Carsie
13,Caras-Severin,Cavaran
13,Caras-Severin,Cicleni
13,Caras-Severin,Ciclova-Montana
13,Caras-Severin,Ciclova-Romana
13,Caras-Severin,Ciortea
13,Caras-Severin,Ciresa
13,Caras-Severin,Ciresel
13,Caras-Severin,Ciuchici
13,Caras-Severin,Ciudanovita
13,Caras-Severin,Ciuta
13,Caras-Severin,Clocotici
13,Caras-Severin,Comoraste
13,Caras-Severin,Constantin-Daicovici
13,Caras-Severin,Copacele
13,Caras-Severin,Cornea
13,Caras-Severin,Cornereva
13,Caras-Severin,Cornisoru
13,Caras-Severin,Cornutel
13,Caras-Severin,Coronini
13,Caras-Severin,Costis
13,Caras-Severin,Cozia
13,Caras-Severin,Cozla
13,Caras-Severin,Cracu-Almaj
13,Caras-Severin,Cracu-Mare
13,Caras-Severin,Cracu-Teiului
13,Caras-Severin,Crusovat
13,Caras-Severin,Crusovita
13,Caras-Severin,Cuptoare-Cornea
13,Caras-Severin,Cuptoare-Resita
13,Caras-Severin,Curmatura
13,Caras-Severin,Dalboset
13,Caras-Severin,Dalci
13,Caras-Severin,Delinesti
13,Caras-Severin,Dezesti
13,Caras-Severin,Divici
13,Caras-Severin,Dobraia
13,Caras-Severin,Doclin
13,Caras-Severin,Dognecea
13,Caras-Severin,Dolina
13,Caras-Severin,Doman
13,Caras-Severin,Domasnea
13,Caras-Severin,Drencova
13,Caras-Severin,Dristie
13,Caras-Severin,Duleu
13,Caras-Severin,Eftimie-Murgu
13,Caras-Severin,Ersig
13,Caras-Severin,Ezeris
13,Caras-Severin,Farliug
13,Caras-Severin,Fenes
13,Caras-Severin,Fizes
13,Caras-Severin,Forotic
13,Caras-Severin,Frasinis
13,Caras-Severin,Garana
13,Caras-Severin,Garbovat
13,Caras-Severin,Garliste
13,Caras-Severin,Garnic
13,Caras-Severin,Ghertenis
13,Caras-Severin,Giurgiova
13,Caras-Severin,Glimboca
13,Caras-Severin,Globu-Craiovei
13,Caras-Severin,Globurau
13,Caras-Severin,Golet
13,Caras-Severin,Gornea
13,Caras-Severin,Goruia
13,Caras-Severin,Gradinari
13,Caras-Severin,Greoni
13,Caras-Severin,Gruni
13,Caras-Severin,Hora-Mare
13,Caras-Severin,Hora-Mica
13,Caras-Severin,Iabalcea
13,Caras-Severin,Iablanita
13,Caras-Severin,Iam
13,Caras-Severin,Iaz
13,Caras-Severin,Iertof
13,Caras-Severin,Ilidia
13,Caras-Severin,Ilova
13,Caras-Severin,Inelet
13,Caras-Severin,Izgar
13,Caras-Severin,Izvor
13,Caras-Severin,Jitin
13,Caras-Severin,Jupa
13,Caras-Severin,Lapusnicel
13,Caras-Severin,Lapusnicu-Mare
13,Caras-Severin,Lescovita
13,Caras-Severin,Liborajdea
13,Caras-Severin,Lindenfeld
13,Caras-Severin,Liubcova
13,Caras-Severin,Lucacevat
13,Caras-Severin,Lunca-Florii
13,Caras-Severin,Luncavita
13,Caras-Severin,Lunca-Zaicii
13,Caras-Severin,Lupac
13,Caras-Severin,Macesti
13,Caras-Severin,Maciova
13,Caras-Severin,Macoviste-Ciuchici
13,Caras-Severin,Macoviste-Cornea
13,Caras-Severin,Magura
13,Caras-Severin,Mal
13,Caras-Severin,Marga
13,Caras-Severin,Marila
13,Caras-Severin,Martinovat
13,Caras-Severin,Maru
13,Caras-Severin,Matnicu-Mare
13,Caras-Severin,Maureni
13,Caras-Severin,Mehadia
13,Caras-Severin,Mehadica
13,Caras-Severin,Mercina
13,Caras-Severin,Mesteacan
13,Caras-Severin,Milcoveni
13,Caras-Severin,Moceris
13,Caras-Severin,Moldova-Noua
13,Caras-Severin,Moldova-Veche
13,Caras-Severin,Moldovita
13,Caras-Severin,Moniom
13,Caras-Severin,Naidas
13,Caras-Severin,Negiudin
13,Caras-Severin,Nermed
13,Caras-Severin,Nicolint
13,Caras-Severin,Obita
13,Caras-Severin,Obreja
13,Caras-Severin,Ocna-de-Fier
13,Caras-Severin,Ogasu-Podului
13,Caras-Severin,Ohaba-Matnic
13,Caras-Severin,Ohabita
13,Caras-Severin,Oravita
13,Caras-Severin,Otelu-Rosu
13,Caras-Severin,Padina-Matei
13,Caras-Severin,Paltinis
13,Caras-Severin,Parneaura
13,Caras-Severin,Parvova
13,Caras-Severin,Patas
13,Caras-Severin,Pecinisca
13,Caras-Severin,Pestere
13,Caras-Severin,Petnic
13,Caras-Severin,Petrilova
13,Caras-Severin,Petrosnita
13,Caras-Severin,Plopu
13,Caras-Severin,Plugova
13,Caras-Severin,Pogara
13,Caras-Severin,Pogara-de-Sus
13,Caras-Severin,Poiana
13,Caras-Severin,Poiana-Lunga
13,Caras-Severin,Poiana-Marului
13,Caras-Severin,Poienile-Boinei
13,Caras-Severin,Pojejena
13,Caras-Severin,Poneasca
13,Caras-Severin,Potoc
13,Caras-Severin,Preveciori
13,Caras-Severin,Prigor
13,Caras-Severin,Prilipet
13,Caras-Severin,Prisaca
13,Caras-Severin,Prisacina
13,Caras-Severin,Prisian
13,Caras-Severin,Prislop-Cornereva
13,Caras-Severin,Prislop-Dalboset
13,Caras-Severin,Putna
13,Caras-Severin,Racasdia
13,Caras-Severin,Rachita
13,Caras-Severin,Rachitova
13,Caras-Severin,Radimna
13,Caras-Severin,Rafnic
13,Caras-Severin,Ramna
13,Caras-Severin,Ravensca
13,Caras-Severin,Remetea-Poganici
13,Caras-Severin,Resita
13,Caras-Severin,Resita-Mica
13,Caras-Severin,Rugi
13,Caras-Severin,Ruginosu
13,Caras-Severin,Rusca
13,Caras-Severin,Rusca-Montana
13,Caras-Severin,Ruschita
13,Caras-Severin,Rusova-Noua
13,Caras-Severin,Rusova-Veche
13,Caras-Severin,Rustin
13,Caras-Severin,Sacu
13,Caras-Severin,Sadova-Noua
13,Caras-Severin,Sadova-Veche
13,Caras-Severin,Salbagelu-Nou
13,Caras-Severin,Sasca-Montana
13,Caras-Severin,Sasca-Romana
13,Caras-Severin,Sat-Batran
13,Caras-Severin,Scaius
13,Caras-Severin,Scarisoara
13,Caras-Severin,Secaseni
13,Caras-Severin,Secu
13,Caras-Severin,Sfanta-Elena
13,Caras-Severin,Sichevita
13,Caras-Severin,Slatina-Nera
13,Caras-Severin,Slatina-Timis
13,Caras-Severin,Soceni
13,Caras-Severin,Socol
13,Caras-Severin,Socolari
13,Caras-Severin,Sopotu-Nou
13,Caras-Severin,Sopotu-Vechi
13,Caras-Severin,Sosdea
13,Caras-Severin,Stancilova
13,Caras-Severin,Steierdorf
13,Caras-Severin,Stinapari
13,Caras-Severin,Streneac
13,Caras-Severin,Strugasca
13,Caras-Severin,Studena
13,Caras-Severin,Sub-Crang
13,Caras-Severin,Sub-Margine
13,Caras-Severin,Sub-Plai
13,Caras-Severin,Sumita
13,Caras-Severin,Surducu-Mare
13,Caras-Severin,Susca
13,Caras-Severin,Tarnova
13,Caras-Severin,Tatu
13,Caras-Severin,Teregova
13,Caras-Severin,Terova
13,Caras-Severin,Ticvaniu-Mare
13,Caras-Severin,Ticvaniu-Mic
13,Caras-Severin,Tincova
13,Caras-Severin,Tirol
13,Caras-Severin,Topla
13,Caras-Severin,Toplet
13,Caras-Severin,Turnu-Ruieni
13,Caras-Severin,Urcu
13,Caras-Severin,Valea-Bistrei
13,Caras-Severin,Valea-Bolvasnita
13,Caras-Severin,Valeadeni
13,Caras-Severin,Valea-Mare
13,Caras-Severin,Valea-Minisului
13,Caras-Severin,Valea-Orevita
13,Caras-Severin,Valeapai
13,Caras-Severin,Valea-Rachitei
13,Caras-Severin,Valea-Ravensca
13,Caras-Severin,Valea-Rosie
13,Caras-Severin,Valea-Sichevitei
13,Caras-Severin,Valea-Timisului
13,Caras-Severin,Valisoara
13,Caras-Severin,Valiug
13,Caras-Severin,Vama-Marga
13,Caras-Severin,Var
13,Caras-Severin,Varadia
13,Caras-Severin,Varciorova
13,Caras-Severin,Verendin
13,Caras-Severin,Vermes
13,Caras-Severin,Vodnic
13,Caras-Severin,Voislova
13,Caras-Severin,Vrani
13,Caras-Severin,Vraniut
13,Caras-Severin,Zagujeni
13,Caras-Severin,Zanogi
13,Caras-Severin,Zanou
13,Caras-Severin,Zasloane
13,Caras-Severin,Zavoi
13,Caras-Severin,Zbegu
13,Caras-Severin,Zervesti
13,Caras-Severin,Zlagna
13,Caras-Severin,Zlatita
13,Caras-Severin,Zmogotin
13,Caras-Severin,Zoina
13,Caras-Severin,Zorile
13,Caras-Severin,Zorlencior
13,Caras-Severin,Zorlentu-Mare
14,Cluj,Agarbiciu
14,Cluj,Aghiresu
14,Cluj,Aghiresu-Fabrici
14,Cluj,Agris
14,Cluj,Aiton
14,Cluj,Alunis
14,Cluj,Alunisu
14,Cluj,Andici
14,Cluj,Antas
14,Cluj,Apahida
14,Cluj,Ardeova
14,Cluj,Arghisu
14,Cluj,Aruncuta
14,Cluj,Aschileu
14,Cluj,Aschileu-Mare
14,Cluj,Aschileu-Mic
14,Cluj,Babdiu
14,Cluj,Babutiu
14,Cluj,Baciu
14,Cluj,Badeni
14,Cluj,Badesti
14,Cluj,Bagaciu
14,Cluj,Bagara
14,Cluj,Baisoara
14,Cluj,Baita
14,Cluj,Balcesti-Belis
14,Cluj,Balcesti-Capusu-Mare
14,Cluj,Barai
14,Cluj,Barlea
14,Cluj,Batin
14,Cluj,Bedeciu
14,Cluj,Belis
14,Cluj,Berchiesu
14,Cluj,Berindu
14,Cluj,Bica
14,Cluj,Bicalatu
14,Cluj,Blidaresti
14,Cluj,Bobalna
14,Cluj,Bociu
14,Cluj,Bodrog
14,Cluj,Bogata
14,Cluj,Bogata-de-Jos
14,Cluj,Bogata-de-Sus
14,Cluj,Boian
14,Cluj,Boj-Catun
14,Cluj,Boju
14,Cluj,Boldut
14,Cluj,Bologa
14,Cluj,Bont
14,Cluj,Bontida
14,Cluj,Borsa
14,Cluj,Borsa-Catun
14,Cluj,Borsa-Crestaia
14,Cluj,Borzesti
14,Cluj,Boteni
14,Cluj,Braisoru
14,Cluj,Bucea
14,Cluj,Bunesti
14,Cluj,Buru
14,Cluj,Buteni
14,Cluj,Buza
14,Cluj,Cacova-Ierii
14,Cluj,Caianu
14,Cluj,Caianu-Mic
14,Cluj,Caianu-Vama
14,Cluj,Calarasi
14,Cluj,Calarasi-Gara
14,Cluj,Calata
14,Cluj,Calatele
14,Cluj,Calna
14,Cluj,Camarasu
14,Cluj,Campenesti
14,Cluj,Campia-Turzii
14,Cluj,Caprioara
14,Cluj,Capusu-Mare
14,Cluj,Capusu-Mic
14,Cluj,Cara
14,Cluj,Caseiu
14,Cluj,Casele-Micesti
14,Cluj,Catalina
14,Cluj,Catcau
14,Cluj,Catina
14,Cluj,Ceaba
14,Cluj,Ceanu-Mare
14,Cluj,Ceanu-Mic
14,Cluj,Cerbesti
14,Cluj,Cerc
14,Cluj,Cetan
14,Cluj,Cheia
14,Cluj,Chesau
14,Cluj,Chidea
14,Cluj,Chinteni
14,Cluj,Chiris
14,Cluj,Chiuiesti
14,Cluj,Ciubanca
14,Cluj,Ciubancuta
14,Cluj,Ciucea
14,Cluj,Ciuleni
14,Cluj,Ciumafaia
14,Cluj,Ciurgau
14,Cluj,Ciurila
14,Cluj,Clapa
14,Cluj,Cluj-Napoca
14,Cluj,Coasta
14,Cluj,Codor
14,Cluj,Cojocna
14,Cluj,Colonia
14,Cluj,Comorata
14,Cluj,Comsesti
14,Cluj,Copaceni
14,Cluj,Coplean
14,Cluj,Copru
14,Cluj,Corneni
14,Cluj,Cornesti
14,Cluj,Cornesti-Garbau
14,Cluj,Cornesti-Mihai
14,Cluj,Corpadea
14,Cluj,Corusu
14,Cluj,Craesti
14,Cluj,Crairat
14,Cluj,Cremenea
14,Cluj,Criseni
14,Cluj,Cristorel
14,Cluj,Cublesu-Somesan
14,Cluj,Curtuiusu-Dejului
14,Cluj,Custura
14,Cluj,Cutca
14,Cluj,Cuzdrioara
14,Cluj,Dabaca
14,Cluj,Dambu-Mare
14,Cluj,Damburile
14,Cluj,Dancu
14,Cluj,Dangau-Mare
14,Cluj,Dangau-Mic
14,Cluj,Darja
14,Cluj,Darot
14,Cluj,Dealu-Botii
14,Cluj,Dealu-Mare
14,Cluj,Dealu-Negru
14,Cluj,Dej
14,Cluj,Deleni
14,Cluj,Deusu
14,Cluj,Dezmir
14,Cluj,Diviciorii-Mari
14,Cluj,Diviciorii-Mici
14,Cluj,Domosu
14,Cluj,Dorna
14,Cluj,Doroltu
14,Cluj,Dosu-Bricii
14,Cluj,Dosu-Napului
14,Cluj,Dretea
14,Cluj,Dumbrava
14,Cluj,Elciu
14,Cluj,Escu
14,Cluj,Fagetu-Ierii
14,Cluj,Falca
14,Cluj,Fanate
14,Cluj,Faureni
14,Cluj,Feiurdeni
14,Cluj,Feldioara
14,Cluj,Feleacu
14,Cluj,Filea-de-Jos
14,Cluj,Filea-de-Sus
14,Cluj,Finciu
14,Cluj,Finisel
14,Cluj,Fizesu-Gherlii
14,Cluj,Floresti
14,Cluj,Fodora
14,Cluj,Frasinet
14,Cluj,Frata
14,Cluj,Fundatura
14,Cluj,Gadalin
14,Cluj,Garbau
14,Cluj,Garbau-Dejului
14,Cluj,Geaca
14,Cluj,Gheorghieni
14,Cluj,Gherla
14,Cluj,Ghirisu-Roman
14,Cluj,Ghirolt
14,Cluj,Gilau
14,Cluj,Giula
14,Cluj,Giurcuta-de-Jos
14,Cluj,Giurcuta-de-Sus
14,Cluj,Gligoresti
14,Cluj,Guga
14,Cluj,Hagau
14,Cluj,Hasdate-Gherla
14,Cluj,Hasdate-Savadisla
14,Cluj,Hodai-Boian
14,Cluj,Hodaie
14,Cluj,Hodisu
14,Cluj,Horlacea
14,Cluj,Huci
14,Cluj,Huedin
14,Cluj,Huta
14,Cluj,Iacobeni
14,Cluj,Iara
14,Cluj,Iclod
14,Cluj,Iclozel
14,Cluj,Igritia
14,Cluj,Inucu
14,Cluj,Iuriu-de-Campie
14,Cluj,Izvoru-Crisului
14,Cluj,Jichisu-de-Jos
14,Cluj,Jichisu-de-Sus
14,Cluj,Juc-Herghelie
14,Cluj,Jucu
14,Cluj,Jucu-de-Mijloc
14,Cluj,Jucu-de-Sus
14,Cluj,Jurca
14,Cluj,Lacu
14,Cluj,Lapustesti
14,Cluj,Leghia
14,Cluj,Legii
14,Cluj,Leurda
14,Cluj,Lita
14,Cluj,Liteni
14,Cluj,Livada-Iclod
14,Cluj,Livada-Petresti
14,Cluj,Lobodas
14,Cluj,Lujerdiu
14,Cluj,Luna
14,Cluj,Luna-de-Jos
14,Cluj,Luna-de-Sus
14,Cluj,Lunca-Bontului
14,Cluj,Luncani
14,Cluj,Lunca-Visagului
14,Cluj,Lungesti
14,Cluj,Macau
14,Cluj,Macicasu
14,Cluj,Magoaja
14,Cluj,Magura-Ierii
14,Cluj,Maguri
14,Cluj,Maguri-Racatau
14,Cluj,Mahal
14,Cluj,Maia
14,Cluj,Manastirea
14,Cluj,Manastireni
14,Cluj,Manasturel
14,Cluj,Manasturu-Romanesc
14,Cluj,Marcesti
14,Cluj,Margau
14,Cluj,Marisel
14,Cluj,Martinesti
14,Cluj,Masca
14,Cluj,Mera
14,Cluj,Mica
14,Cluj,Micesti
14,Cluj,Mihaiesti
14,Cluj,Mihai-Viteazu
14,Cluj,Mintiu-Gherlii
14,Cluj,Moara-de-Padure
14,Cluj,Mociu
14,Cluj,Moldovenesti
14,Cluj,Morau
14,Cluj,Moristi
14,Cluj,Morlaca
14,Cluj,Mortesti
14,Cluj,Muncel
14,Cluj,Muntele-Baisorii
14,Cluj,Muntele-Bocului
14,Cluj,Muntele-Cacovei
14,Cluj,Muntele-Filii
14,Cluj,Muntele-Rece
14,Cluj,Muntele-Sacelului
14,Cluj,Muresenii-de-Campie
14,Cluj,Nadaselu
14,Cluj,Nadasu
14,Cluj,Naoiu
14,Cluj,Nasal
14,Cluj,Nearsova
14,Cluj,Negreni
14,Cluj,Nicula
14,Cluj,Nima
14,Cluj,Nires
14,Cluj,Oas
14,Cluj,Ocna-Dejului
14,Cluj,Ocolisel
14,Cluj,Olariu
14,Cluj,Orman
14,Cluj,Osoi
14,Cluj,Osorhel
14,Cluj,Padurea-Iacobeni
14,Cluj,Padureni-Chinteni
14,Cluj,Padureni-Ciurila
14,Cluj,Padurenii-Mint
14,Cluj,Padurenii-Trit
14,Cluj,Paglisa
14,Cluj,Palatca
14,Cluj,Paniceni
14,Cluj,Panticeu
14,Cluj,Pata
14,Cluj,Pestera
14,Cluj,Petea
14,Cluj,Petresti
14,Cluj,Petrestii-de-Jos
14,Cluj,Petrestii-de-Mijloc
14,Cluj,Petrestii-de-Sus
14,Cluj,Pietroasa
14,Cluj,Pintic
14,Cluj,Plaiesti
14,Cluj,Plaiuri
14,Cluj,Plopi
14,Cluj,Ploscos
14,Cluj,Podeni
14,Cluj,Poiana-Fratii
14,Cluj,Poiana-Horea
14,Cluj,Poieni
14,Cluj,Popesti
14,Cluj,Prelucele
14,Cluj,Pruneni
14,Cluj,Pruni
14,Cluj,Prunis
14,Cluj,Puini
14,Cluj,Pustuta
14,Cluj,Rachitele
14,Cluj,Radaia
14,Cluj,Rascruci
14,Cluj,Razbuneni
14,Cluj,Razoare
14,Cluj,Recea-Cristur
14,Cluj,Rediu
14,Cluj,Risca
14,Cluj,Rogojel
14,Cluj,Rosieni
14,Cluj,Rotunda
14,Cluj,Rugasesti
14,Cluj,Sacalaia
14,Cluj,Sacel
14,Cluj,Sacuieu
14,Cluj,Salatiu
14,Cluj,Salatruc
14,Cluj,Salicea
14,Cluj,Salisca
14,Cluj,Saliste
14,Cluj,Salistea-Noua
14,Cluj,Salistea-Veche
14,Cluj,Samboieni
14,Cluj,Samboleni
14,Cluj,Sancraiu
14,Cluj,Sandulesti
14,Cluj,Sanmarghita
14,Cluj,Sanmartin
14,Cluj,Sanmartin
14,Cluj,Sannicoara
14,Cluj,Sanpaul
14,Cluj,Santejude
14,Cluj,Santejude-Vale
14,Cluj,Santioana
14,Cluj,Saradis
14,Cluj,Sarata
